ID,Tenant Code,Trade Name,Tin,Document Type,GL Account,Doc. No.,Ref. No.,Posting Date,Due Date,Bank Code,Bank Name,Debit,Credit
114026,PM-LT000004,DUNKIN DONUTS,,Payment,Security Deposit Payable,OR#43725,GL0018343,2010-01-14,0000-00-00,B-004,Land Bank of the Philippines,0,-10000.00
103411,PM-LT000042,TRONIX IMAGING CENTER - NEW,,Payment,Security Deposit Payable,NO OR#,GL0016924,2012-06-28,0000-00-00,B-004,LBP,0,-120000.00
68692,PM-LT000039,TECHNOCARE,,Payment,Security Deposit Payable,PR021406,GL0011390,2019-06-10,0000-00-00,B-004,Land Bank of the Philippines,0,-45000.00
75457,PM-LT000040,CARPIGIANI GELATO HAUZ,,Payment,Security Deposit Payable,PR021407,GL0012303,2019-07-22,0000-00-00,B-004,Land Bank of the Philippines,0,-30000.00
87074,PM-LT000040,CARPIGIANI GELATO HAUZ,,Payment,Security Deposit Payable,P0005418,GL0012303,2019-09-10,0000-00-00,,,17067.95,0
100349,PM-LT000046,KANAFFORD EATERY,,Payment,Security Deposit Payable,PR021408,GL0016279,2019-09-30,0000-00-00,B-004,Land Bank of the Philippines,0,-45000.00
92952,PM-LT000045,RULLS CELLPHONE and ACCESSORIES,287-630-372-066,Payment,Security Deposit Payable-Preop Clearing,UFT0001501,GL0015210,2019-10-03,0000-00-00,B-004,Land Bank of the Philippines,0,-72000.00
100241,PM-LT000049,ROYAL AURA SKIN CARE AND WELLNESS SHOP,,Payment,Security Deposit Payable-Preop Clearing,UFT0001652,GL0016273,2019-10-29,0000-00-00,B-004,Land Bank of the Philippines,0,-45000.00
97898,PM-LT000056,D BOAT FOOD HOUSE,,Payment,Security Deposit Payable,PR027494,GL0016093,2019-11-04,0000-00-00,B-004,Land Bank of the Philippines,0,-16050.00
97896,PM-LT000056,D BOAT FOOD HOUSE,,Payment,Security Deposit Payable,PR021410,GL0016092,2019-11-04,0000-00-00,B-004,Land Bank of the Philippines,0,-28950.00
144521,PM-LT000004,DUNKIN DONUTS,,Payment,Security Deposit Payable,P0008461,GL0018343,2020-01-10,0000-00-00,,,10000.00,0
